# Quick character corpus derived from pinned rime-cangjie and rime-essay sources.
# Canonical Cangjie code is converted to first+last Quick code; reviewed HK rows are merged by text.
# rime-cangjie commit: 52d90a1b1312e74042b38c1cbc8142defbc53171; SHA-256: 18d989bf21d0bb86b402f18be4dd060bf2653896c95448afb01d4da2e6be5464
# rime-essay commit: 0debef3f5ae37f081758dd8bbd1fe79719410f7c; SHA-256: 4f32414039eb7f8a876acd8e94bd81c78fefafde56a352f7a3b8b2b74ca09c71
# Frequency units: 0.2000 + 0.6000 * count / (count + 10000), truncated to four decimals.
# Fields: char,quick_code,cangjie_code,freq,hk_core
char,quick_code,cangjie_code,freq,hk_core
橙,dt,dnot,0.2649,0
械,dt,dit,0.2474,0
柵,dt,dbt,0.2448,0
檻,dt,dsit,0.2399,0
楹,dt,dnst,0.2366,0
韞,dt,dqabt,0.2343,0
枡,dt,dht,0.2312,0
櫨,dt,dypt,0.2303,0
榿,dt,dumt,0.2300,0
桖,dt,dhbt,0.2288,0
橀,dt,dyit,0.2247,0
枻,dt,dpt,0.2222,0
榼,dt,dgit,0.2222,0
柆,dt,dyt,0.2221,0
榲,dt,dwot,0.2217,0
栟,dt,dtt,0.2216,0
枿,dt,djt,0.2184,0
枅,dt,dmt,0.2182,0
梪,dt,dmrt,0.2171,0
榓,dt,dpht,0.2171,0
榏,dt,dtct,0.2160,0
梇,dt,dmgt,0.2136,0
相,du,dbu,0.5420,0
枕,du,dlbu,0.2908,0
梳,du,dyiu,0.2627,0
概,du,daiu,0.2584,0
札,du,du,0.2517,0
杞,du,dsu,0.2393,0
欖,du,dswu,0.2380,0
楣,du,dahu,0.2378,0
梔,du,dhmu,0.2366,0
皰,du,depru,0.2365,0
橇,du,dhuu,0.2355,0
橈,du,dggu,0.2355,0
檤,du,dytu,0.2346,0
桅,du,dnmu,0.2336,0
梘,du,dbuu,0.2323,0
梶,du,dshu,0.2320,0
杷,du,dau,0.2295,0
櫬,du,dydu,0.2293,0
杌,du,dmu,0.2287,0
桄,du,dfmu,0.2273,0
槻,du,dqou,0.2273,0
楯,du,dhju,0.2267,0
椀,du,djnu,0.2263,0
棬,du,dfqu,0.2262,0
柷,du,drhu,0.2261,0
棿,du,dhxu,0.2250,0
枹,du,dpru,0.2246,0
栬,du,dnau,0.2242,0
枙,du,dmsu,0.2230,0
槝,du,dhau,0.2228,0
槪,du,dhpu,0.2212,0
梲,du,dcru,0.2209,0
杬,du,dmmu,0.2207,0
梚,du,dnau,0.2207,0
欟,du,dtgu,0.2193,0
杣,du,du,0.2191,0
梡,du,djmu,0.2188,0
槴,du,dhsu,0.2187,0
榣,du,dbou,0.2186,0
榥,du,dafu,0.2186,0
樒,du,djpu,0.2183,0
柮,du,duu,0.2182,0
槞,du,dytu,0.2180,0
枆,du,dhqu,0.2160,0
杶,du,dpu,0.2159,0
櫏,du,dymu,0.2158,0
樈,du,dytu,0.2126,0
栀,du,dhmu,0.2059,0
棡,du,dbtu,0.2001,0
樓,dv,dllv,0.5470,0
根,dv,dav,0.4609,0
櫻,dv,dbcv,0.2691,0
棲,dv,djlv,0.2570,0
樾,dv,dgov,0.2370,0
桉,dv,djv,0.2361,0
桜,dv,dfv,0.2342,0
棖,dv,dsmv,0.2328,0
榱,dv,dywv,0.2322,0
婪,dv,ddv,0.2320,0
椹,dv,dtmv,0.2289,0
楆,dv,dmwv,0.2254,0
椄,dv,dytv,0.2251,0
韔,dv,dqsmv,0.2209,0
楬,dv,dapv,0.2204,0
楡,dv,domv,0.2202,0
桭,dv,dmmv,0.2195,0
檈,dv,dwlv,0.2192,0
檭,dv,dcav,0.2191,0
桵,dv,dbv,0.2174,0
楲,dv,dihv,0.2173,0
椻,dv,dsav,0.2168,0
桹,dv,diav,0.2167,0
椳,dv,dwmv,0.2160,0
欀,dv,dyrv,0.2157,0
榬,dv,dgrv,0.2147,0
棢,dv,dbtv,0.2146,0
櫰,dv,dywv,0.2145,0
辳,dv,ddmmv,0.2142,0
橠,dv,dynv,0.2132,0
檂,dv,dtwv,0.2117,0
欜,dv,djbv,0.2106,0
杧,dv,dyv,0.2005,0
東,dw,dw,0.4945,0
檔,dw,dfbw,0.3620,0
欄,dw,danw,0.3285,0
棟,dw,ddw,0.3198,0
柚,dw,dlw,0.2420,0
榴,dw,dhhw,0.2382,0
檣,dw,dgow,0.2356,0
栖,dw,dmcw,0.2285,0
檑,dw,dmbw,0.2255,0
楢,dw,dtcw,0.2252,0
楅,dw,dmrw,0.2235,0
橊,dw,dmlw,0.2205,0
櫑,dw,dwww,0.2202,0
榃,dw,ddw,0.2201,0
樄,dw,dnlw,0.2192,0
欗,dw,dtaw,0.2174,0
梄,dw,dmcw,0.2151,0
椔,dw,dvvw,0.2150,0
槒,dw,dyvw,0.2135,0
橎,dw,dhdw,0.2122,0
樁,dx,dqkx,0.2749,0
韜,dx,dqbhx,0.2469,0
桕,dx,dhx,0.2245,0
槄,dx,dbhx,0.2226,0
橚,dx,dlx,0.2206,0
櫹,dx,dtlx,0.2166,0
櫩,dx,danx,0.2148,0
櫅,dx,dyx,0.2143,0
梅,dy,dowy,0.3815,0
朴,dy,dy,0.2698,0
榧,dy,dsly,0.2317,0
柊,dy,dhey,0.2304,0
柝,dy,dhmy,0.2286,0
栴,dy,doby,0.2257,0
梺,dy,ddmy,0.2254,0
檌,dy,dwly,0.2248,0
棑,dy,dlmy,0.2229,0
棜,dy,dysy,0.2154,0
𣚺,dy,djisy,0.2000,0
水,e,e,0.6442,0
潛,ea,emua,0.2799,0
泊,ea,eha,0.2655,0
澗,ea,eana,0.2525,0
渚,ea,ejka,0.2443,0
沓,ea,ea,0.2435,0
漕,ea,etwa,0.2428,0
瀦,ea,emoa,0.2382,0
洵,ea,epa,0.2379,0
澮,ea,eoma,0.2353,0
汨,ea,ea,0.2329,0
湝,ea,eppa,0.2302,0
汩,ea,ea,0.2286,0
潧,ea,ecwa,0.2267,0
潪,ea,eora,0.2257,0
溍,ea,emca,0.2236,0
潽,ea,etca,0.2225,0
澘,ea,edda,0.2217,0
涽,ea,ehpa,0.2202,0
湷,ea,eqka,0.2200,0
洦,ea,ema,0.2196,0
漝,ea,esma,0.2196,0
淐,ea,eaa,0.2193,0
湐,ea,edha,0.2191,0
濳,ea,ehua,0.2189,0
潳,ea,esja,0.2181,0
濐,ea,eaja,0.2173,0
湆,ea,eyta,0.2172,0
湻,ea,eyra,0.2163,0
瀂,ea,enwa,0.2148,0
涾,ea,eea,0.2145,0
濖,ea,ewla,0.2119,0
潜,ea,eqoa,0.2059,0
湣,ea,erpa,0.2021,0
滿,eb,etlb,0.5388,0
滴,eb,eycb,0.5349,0
清,eb,eqmb,0.4916,0
湖,eb,ejrb,0.3714,0
溝,eb,ettb,0.3253,0
漏,eb,esmb,0.3241,0
消,eb,efb,0.3119,0
滑,eb,ebbb,0.3113,0
潮,eb,ejjb,0.3082,0
浦,eb,eijb,0.2798,0
滯,eb,ekpb,0.2556,0
沛,eb,ejb,0.2526,0
涓,eb,erb,0.2491,0
淪,eb,eomb,0.2458,0
渭,eb,ewb,0.2451,0
濡,eb,embb,0.2425,0
溯,eb,etub,0.2420,0
浠,eb,ekkb,0.2386,0
灞,eb,embb,0.2385,0
洧,eb,ekb,0.2369,0
湍,eb,eumb,0.2367,0
瀹,eb,eomb,0.2358,0
洅,eb,emgb,0.2355,0
濄,eb,eybb,0.2355,0
漓,eb,eyub,0.2345,0
瀰,eb,enmb,0.2341,0
満,eb,etub,0.2339,0
涌,eb,enib,0.2313,0
淸,eb,eqmb,0.2299,0
滈,eb,eyrb,0.2287,0
滆,eb,emrb,0.2279,0
瀡,eb,enlb,0.2278,0
淆,eb,ekkb,0.2276,0
湡,eb,ewlb,0.2275,0
汭,eb,eob,0.2272,0
渧,eb,eybb,0.2267,0
潸,eb,eddb,0.2264,0
溮,eb,ehrb,0.2260,0
潃,eb,ehob,0.2258,0
潲,eb,ehdb,0.2256,0
湇,eb,eytb,0.2244,0
淯,eb,eyib,0.2243,0
澫,eb,etwb,0.2236,0
洓,eb,edb,0.2227,0
淜,eb,ebb,0.2222,0
濔,eb,emfb,0.2216,0
潏,eb,enhb,0.2214,0
灊,eb,emub,0.2213,0
湑,eb,enob,0.2212,0
溣,eb,eoob,0.2194,0
滫,eb,eolb,0.2189,0
滳,eb,eycb,0.2183,0
漰,eb,eubb,0.2180,0
漘,eb,emvb,0.2178,0
滽,eb,eilb,0.2177,0
濿,eb,emtb,0.2174,0
洕,eb,ecb,0.2167,0
渪,eb,ehlb,0.2164,0
濷,eb,eetb,0.2160,0
淿,eb,ehab,0.2156,0
濗,eb,etab,0.2136,0
浳,eb,eipb,0.2128,0
瀥,eb,esmb,0.2113,0
沞,eb,emlb,0.2110,0
演,ec,ejmc,0.4111,0
洪,ec,etc,0.3428,0
浜,ec,eomc,0.2948,0
濱,ec,ejmc,0.2741,0
淇,ec,etmc,0.2549,0
滇,ec,ejbc,0.2532,0
溟,ec,ebac,0.2524,0
潰,ec,elmc,0.2487,0
灝,ec,eafc,0.2485,0
漬,ec,eqmc,0.2469,0
瀨,ec,edlc,0.2464,0
泗,ec,ewc,0.2443,0
濂,ec,eitc,0.2401,0
瀆,ec,egwc,0.2372,0
淦,ec,ec,0.2365,0
鋈,ec,ekc,0.2361,0
鍙,ec,ecc,0.2359,0
瀕,ec,eyhc,0.2352,0
鎏,ec,euc,0.2342,0
瀬,ec,edlc,0.2333,0
潢,ec,etlc,0.2313,0
顙,ec,edmbc,0.2304,0
瀵,ec,efdc,0.2300,0
湴,ec,ettc,0.2295,0
滏,ec,eckc,0.2294,0
湞,ec,eybc,0.2292,0
濆,ec,ejtc,0.2284,0
瀷,ec,esmc,0.2262,0
澬,ec,eioc,0.2251,0
潩,ec,ewtc,0.2230,0
濓,ec,eytc,0.2227,0
鍌,ec,euc,0.2217,0
洂,ec,eylc,0.2215,0
溓,ec,etxc,0.2214,0
澦,ec,ennc,0.2212,0
湏,ec,embc,0.2210,0
瀻,ec,ejic,0.2209,0
灦,ec,eafc,0.2201,0
澒,ec,emmc,0.2196,0
浿,ec,ebuc,0.2193,0
泬,ec,ejc,0.2191,0
潠,ec,eruc,0.2185,0
汃,ec,ec,0.2178,0
灐,ec,effc,0.2178,0
濽,ec,eqoc,0.2174,0
濥,ec,enic,0.2173,0
灨,ec,eyjc,0.2173,0
頚,ec,egmbc,0.2172,0
灒,ec,ehuc,0.2166,0
頮,ec,etmbc,0.2163,0
淟,ec,etbc,0.2162,0
濵,ec,ejac,0.2162,0
溳,ec,erbc,0.2142,0
溑,ec,efbc,0.2141,0
錃,ec,eec,0.2138,0
瀢,ec,eylc,0.2128,0
瀩,ec,ehuc,0.2126,0
浾,ec,eglc,0.2125,0
潂,ec,eutc,0.2119,0
濻,ec,enlc,0.2119,0
深,ed,ebcd,0.4612,0
游,ed,eysd,0.3525,0
淨,ed,ebsd,0.3521,0
梁,ed,ecd,0.3348,0
池,ed,epd,0.3307,0
桑,ed,eeed,0.3077,0
染,ed,end,0.3028,0
浮,ed,ebnd,0.2904,0
澡,ed,errd,0.2892,0
淋,ed,edd,0.2793,0
渠,ed,esd,0.2738,0
沐,ed,ed,0.2632,0
涂,ed,eomd,0.2619,0
淳,ed,eyrd,0.2559,0
柒,ed,epd,0.2506,0
滌,ed,eold,0.2452,0
洙,ed,ehjd,0.2432,0
粱,ed,ecfd,0.2396,0
汙,ed,emd,0.2368,0
灤,ed,evfd,0.2359,0
濼,ed,evid,0.2350,0
滁,ed,enld,0.2342,0
溱,ed,eqkd,0.2329,0
淉,ed,ewd,0.2324,0
溧,ed,emwd,0.2324,0
沭,ed,eid,0.2322,0
潺,ed,esnd,0.2320,0
瀞,ed,eqbd,0.2312,0
滹,ed,eypd,0.2311,0
沬,ed,ejd,0.2299,0
渫,ed,eptd,0.2290,0
洣,ed,efd,0.2287,0
洊,ed,ekld,0.2279,0
滊,ed,eond,0.2277,0
浄,ed,ensd,0.2266,0
湈,ed,etmd,0.2256,0
潗,ed,eogd,0.2250,0
泘,ed,ehfd,0.2249,0
浡,ed,ejbd,0.2246,0
滐,ed,enqd,0.2236,0
渘,ed,enhd,0.2232,0
沲,ed,eopd,0.2230,0
湺,ed,eord,0.2230,0
涃,ed,ewd,0.2206,0
湤,ed,eysd,0.2203,0
潹,ed,eddd,0.2199,0
澟,ed,eywd,0.2196,0
澲,ed,etcd,0.2193,0
潥,ed,emwd,0.2192,0
汓,ed,end,0.2182,0
涍,ed,ejkd,0.2177,0
澖,ed,eand,0.2177,0
桬,ed,ehd,0.2172,0
漅,ed,evvd,0.2167,0
溨,ed,ejid,0.2165,0
淭,ed,ehsd,0.2161,0
浨,ed,ejd,0.2157,0
淗,ed,epfd,0.2146,0
澯,ed,eyed,0.2146,0
洡,ed,eqd,0.2140,0
濚,ed,effd,0.2123,0
沒,ee,ene,0.7804,0
波,ee,edhe,0.4307,0
涵,ee,eune,0.2982,0
渡,ee,eite,0.2950,0
漆,ee,edoe,0.2924,0
漫,ee,eawe,0.2881,0
淑,ee,eyfe,0.2775,0
潑,ee,enoe,0.2723,0
浸,ee,esme,0.2685,0
淩,ee,egce,0.2632,0
泳,ee,eine,0.2588,0
淼,ee,eee,0.2500,0
漾,ee,etge,0.2490,0
瀑,ee,eate,0.2480,0
浚,ee,eice,0.2440,0
汲,ee,enhe,0.2418,0
澱,ee,esce,0.2399,0
淥,ee,evne,0.2363,0
浗,ee,eije,0.2309,0
叒,ee,eee,0.2307,0
溲,ee,ehxe,0.2303,0
漃,ee,ejye,0.2291,0
渁,ee,eee,0.2287,0
叕,ee,eeee,0.2280,0
湲,ee,ebme,0.2273,0
濅,ee,ejse,0.2252,0
涭,ee,ebbe,0.2245,0
湶,ee,ehae,0.2237,0
沝,ee,ee,0.2235,0
濩,ee,etoe,0.2226,0
沷,ee,eike,0.2223,0
汥,ee,eje,0.2217,0
敠,ee,eeeee,0.2211,0
潻,ee,ehde,0.2204,0
瀀,ee,embe,0.2198,0
溙,ee,eqke,0.2183,0
溵,ee,ehse,0.2181,0
溭,ee,ewce,0.2172,0
漮,ee,eile,0.2167,0
澓,ee,ehoe,0.2167,0
滱,ee,ejme,0.2157,0
瀫,ee,egfe,0.2157,0
汳,ee,ehe,0.2155,0
涰,ee,eeee,0.2155,0
灁,ee,eane,0.2151,0
濴,ee,effe,0.2141,0
濲,ee,egde,0.2140,0
潊,ee,eode,0.2139,0
瀔,ee,egde,0.2136,0
汷,ee,ehe,0.2131,0
鼝,ee,elgte,0.2130,0
灇,ee,etce,0.2128,0
漛,ee,efqe,0.2127,0
汉,ee,ee,0.2000,0
𣲷,ee,ewe,0.2000,0
源,ef,emhf,0.4075,0
滅,ef,eihf,0.3672,0
涼,ef,eyrf,0.3392,0
淡,ef,eff,0.3312,0
鴻,ef,emhf,0.3024,0
潔,ef,eqhf,0.2998,0
燙,ef,ehf,0.2991,0
漂,ef,emwf,0.2841,0
瀉,ef,ejhf,0.2680,0
漁,ef,enwf,0.2641,0
濕,ef,eavf,0.2480,0
鯊,ef,ehnwf,0.2454,0
沵,ef,enf,0.2410,0
潙,ef,ebhf,0.2358,0
淙,ef,ejmf,0.2351,0
湫,ef,ehdf,0.2348,0
潦,ef,ekcf,0.2335,0
潶,ef,ewgf,0.2324,0
漈,ef,ebof,0.2312,0
瀠,ef,efff,0.2305,0
漯,ef,ewvf,0.2288,0
潕,ef,eotf,0.2274,0
湅,ef,edwf,0.2273,0
洃,ef,ekf,0.2263,0
鳮,ef,ehaf,0.2242,0
潟,ef,ehxf,0.2235,0
濙,ef,efff,0.2230,0
瀿,ef,eokf,0.2212,0
潐,ef,eogf,0.2206,0
漴,ef,eujf,0.2203,0
沶,ef,emmf,0.2201,0
溹,ef,ejbf,0.2196,0
澙,ef,ehxf,0.2196,0
瀌,ef,eipf,0.2191,0
溔,ef,etgf,0.2187,0
渿,ef,edmf,0.2186,0
潫,ef,efqf,0.2184,0
漹,ef,emyf,0.2180,0
溤,ef,esqf,0.2177,0
灙,ef,efbf,0.2163,0
澿,ef,eddf,0.2161,0
湠,ef,eukf,0.2158,0
澋,ef,eayf,0.2153,0
瀳,ef,etif,0.2153,0
鵽,ef,eeeef,0.2152,0
溸,ef,eqmf,0.2145,0
溩,ef,ehrf,0.2139,0
濝,ef,etcf,0.2139,0
溈,ef,eikf,0.2001,0
鸂,ef,ebkf,0.2001,0
灌,eg,etrg,0.3320,0
汪,eg,emg,0.3273,0
溼,eg,emvg,0.3186,0
塗,eg,edg,0.3105,0
潤,eg,eang,0.3102,0
淫,eg,ebhg,0.2946,0
涅,eg,eag,0.2734,0
灘,eg,etog,0.2710,0
注,eg,eyg,0.2623,0
淮,eg,eog,0.2604,0
涯,eg,emgg,0.2551,0
渥,eg,esmg,0.2388,0
濯,eg,esmg,0.2380,0
潼,eg,eytg,0.2370,0
湮,eg,emwg,0.2360,0
濰,eg,evfg,0.2352,0
湟,eg,ehag,0.2346,0
灕,eg,eybg,0.2319,0
濉,eg,ebug,0.2318,0
塰,eg,eyg,0.2273,0
洤,eg,eomg,0.2260,0
漥,eg,ejcg,0.2253,0
灉,eg,evug,0.2250,0
漟,eg,efbg,0.2241,0
瀍,eg,eiwg,0.2234,0
圣,eg,eg,0.2230,0
汢,eg,eg,0.2230,0
潅,eg,eokg,0.2224,0
湩,eg,ehjg,0.2213,0
漼,eg,euog,0.2210,0
漄,eg,eumg,0.2209,0
沑,eg,eng,0.2204,0
垽,eg,elg,0.2193,0
灅,eg,ewwg,0.2193,0
溎,eg,edgg,0.2188,0
洭,eg,esmg,0.2183,0
澭,eg,eyvg,0.2182,0
灈,eg,ebug,0.2181,0
壍,eg,elg,0.2178,0
坔,eg,eg,0.2175,0
涏,eg,enkg,0.2175,0
浧,eg,erhg,0.2173,0
埿,eg,epg,0.2171,0
淕,eg,egcg,0.2169,0
湹,eg,emwg,0.2165,0
塣,eg,egg,0.2157,0
堻,eg,eqg,0.2156,0
洷,eg,emig,0.2155,0
漜,eg,eddg,0.2145,0
瀖,eg,embg,0.2136,0
滙,eg,esog,0.2065,0
浬,eg,ewg,0.2002,0
湯,eh,eamh,0.4192,0
沙,eh,efh,0.3972,0
涉,eh,eylh,0.2752,0
滲,eh,eiih,0.2551,0
渺,eh,ebuh,0.2432,0
涕,eh,ecnh,0.2417,0
汾,eh,ecsh,0.2410,0
澎,eh,egth,0.2400,0
沏,eh,epsh,0.2384,0
泌,eh,eph,0.2374,0
沴,eh,eohh,0.2265,0
沕,eh,ephh,0.2264,0
濊,eh,eymh,0.2263,0
渉,eh,eylh,0.2258,0
浵,eh,ebyh,0.2243,0
漻,eh,esmh,0.2237,0
滮,eh,eynh,0.2199,0
泲,eh,elxh,0.2191,0
漡,eh,eoah,0.2185,0
淧,eh,ejph,0.2181,0
灪,eh,eddh,0.2179,0
濏,eh,emgh,0.2172,0
涁,eh,edhh,0.2148,0
瀃,eh,ebch,0.2133,0
浝,eh,eikh,0.2107,0
法,ei,egi,0.5960,0
淺,ei,eii,0.3182,0
濤,ei,egni,0.3164,0
叉,ei,ei,0.2815,0
濺,ei,ebci,0.2601,0
滋,ei,etvi,0.2552,0
濁,ei,ewli,0.2534,0
泓,ei,eni,0.2507,0
汎,ei,ehni,0.2473,0
滷,ei,eywi,0.2464,0
汐,ei,eni,0.2445,0
泠,ei,eoii,0.2433,0
淞,ei,edci,0.2424,0
涐,ei,ehqi,0.2413,0
瀅,ei,effi,0.2412,0
溥,ei,eibi,0.2401,0
汰,ei,eki,0.2379,0
澍,ei,egti,0.2374,0
潯,ei,esmi,0.2373,0
汊,ei,eei,0.2359,0
蚤,ei,eilmi,0.2354,0
淂,ei,eami,0.2351,0
溡,ei,eagi,0.2342,0
泫,ei,eyvi,0.2327,0
澪,ei,embi,0.2294,0
渢,ei,ehni,0.2285,0
澐,ei,embi,0.2279,0
濈,ei,erji,0.2261,0
溽,ei,emvi,0.2242,0
澊,ei,etwi,0.2241,0
沄,ei,emmi,0.2236,0
溞,ei,eeii,0.2236,0
濧,ei,etgi,0.2236,0
瑬,ei,eumgi,0.2234,0
汋,ei,epi,0.2223,0
灋,ei,eifi,0.2217,0
瀜,ei,embi,0.2212,0
湗,ei,eggi,0.2211,0
泭,ei,eodi,0.2209,0
浤,ei,ejki,0.2207,0
漙,ei,ejii,0.2203,0
璗,ei,ehmgi,0.2200,0
瀺,ei,enri,0.2197,0
漒,ei,enii,0.2196,0
滍,ei,eumi,0.2194,0
汯,ei,eki,0.2190,0
瀎,ei,etwi,0.2177,0
灂,ei,ebwi,0.2173,0
浖,ei,ebdi,0.2167,0
溾,ei,ehui,0.2163,0
灟,ei,esei,0.2142,0
魙,ei,elhui,0.2141,0
洔,ei,egdi,0.2116,0
溬,ei,etui,0.2088,0
沟,ei,epi,0.2005,0
汍,ei,ekni,0.2001,0
浊,ei,elmi,0.2000,0
汗,ej,emj,0.5510,0
準,ej,egj,0.3849,0
澤,ej,ewlj,0.3403,0
汁,ej,ej,0.2987,0
潭,ej,emwj,0.2713,0
沫,ej,edj,0.2556,0
渾,ej,ebjj,0.2536,0
漣,ej,eyjj,0.2407,0
漳,ej,eytj,0.2405,0
淬,ej,eyoj,0.2395,0
淖,ej,eyaj,0.2388,0
汛,ej,enj,0.2386,0
滸,ej,eyrj,0.2367,0
湃,ej,ehqj,0.2347,0
洱,ej,esj,0.2343,0
滓,ej,ejyj,0.2322,0
汻,ej,eoj,0.2287,0
湳,ej,ejbj,0.2261,0
澕,ej,etmj,0.2258,0
灄,ej,esjj,0.2257,0
涬,ej,egtj,0.2255,0
泙,ej,emfj,0.2247,0
澣,ej,ejjj,0.2221,0
潬,ej,errj,0.2217,0
滭,ej,ewtj,0.2213,0
漨,ej,eyhj,0.2212,0
澼,ej,esrj,0.2211,0
濢,ej,esmj,0.2185,0
聻,ej,elsj,0.2185,0
汘,ej,ehj,0.2179,0
渒,ej,ehwj,0.2173,0
浫,ej,ebcj,0.2163,0
濣,ej,ejjj,0.2156,0
灛,ej,eanj,0.2154,0
滜,ej,ehaj,0.2150,0
浲,ej,ehej,0.2145,0
湒,ej,ersj,0.2140,0
涆,ej,eamj,0.2138,0
渳,ej,ensj,0.2137,0
瀈,ej,esmj,0.2110,0
淚,ek,ehsk,0.3546,0
液,ek,eyok,0.3277,0
湊,ek,eqkk,0.3247,0
溪,ek,ebvk,0.3047,0
澳,ek,ehbk,0.2858,0
決,ek,edk,0.2856,0
激,ek,ehsk,0.2714,0
沃,ek,ehk,0.2687,0
澈,ek,eybk,0.2521,0
漠,ek,etak,0.2490,0
汶,ek,eyk,0.2478,0
溴,ek,ehuk,0.2467,0
渙,ek,enbk,0.2384,0
洇,ek,ewk,0.2360,0
汏,ek,ek,0.2358,0
涙,ek,eisk,0.2356,0
瀲,ek,eook,0.2331,0
泱,ek,elbk,0.2327,0
漵,ek,eodk,0.2312,0
涘,ek,eiok,0.2298,0
洶,ek,epuk,0.2291,0
漖,ek,ejdk,0.2284,0
溦,ek,eunk,0.2281,0
浭,ek,emlk,0.2279,0
潵,ek,etbk,0.2279,0
渼,ek,etgk,0.2278,0
渶,ek,etlk,0.2271,0
淏,ek,eamk,0.2270,0
澉,ek,emjk,0.2266,0
洑,ek,eoik,0.2262,0
湥,ek,ejck,0.2252,0
洢,ek,eosk,0.2251,0
湀,ek,enok,0.2250,0
洖,ek,ermk,0.2241,0
洨,ek,eyck,0.2224,0
潣,ek,eank,0.2222,0
潎,ek,efbk,0.2216,0
浟,ek,eolk,0.2210,0
潄,ek,edlk,0.2201,0
潡,ek,eydk,0.2197,0
漺,ek,ekkk,0.2180,0
汱,ek,eik,0.2169,0
浂,ek,etk,0.2167,0
渜,ek,embk,0.2166,0
湨,ek,ebuk,0.2165,0
渂,ek,eayk,0.2163,0
湙,ek,eyck,0.2163,0
瀓,ek,ehok,0.2159,0
滶,ek,egsk,0.2156,0
敪,ek,eeeek,0.2151,0
澞,ek,eypk,0.2151,0
涋,ek,ejik,0.2134,0
汹,ek,euk,0.2059,0
澂,ek,eugk,0.2004,0
沖,el,el,0.3965,0
洲,el,eill,0.3040,0
漸,el,ejjl,0.2929,0
淵,el,elxl,0.2647,0
浙,el,eqhl,0.2629,0
沂,el,ehml,0.2405,0
淅,el,edhl,0.2380,0
泖,el,ehhl,0.2328,0
涑,el,edl,0.2328,0
洏,el,embl,0.2326,0
漷,el,eydl,0.2313,0
淠,el,ewml,0.2312,0
湎,el,emwl,0.2307,0
濞,el,ehul,0.2301,0
済,el,eykl,0.2295,0
澌,el,etcl,0.2264,0
汌,el,elll,0.2207,0
浺,el,epl,0.2193,0
洍,el,esll,0.2175,0
濎,el,ebul,0.2175,0
沜,el,elll,0.2174,0
瀄,el,ehal,0.2167,0
澵,el,eydl,0.2114,0
邓,el,enl,0.2017,0
江,em,em,0.4272,0
渣,em,edam,0.2887,0
澀,em,esim,0.2683,0
瀝,em,emhm,0.2550,0
瀚,em,ejjm,0.2508,0
涇,em,emvm,0.2475,0
溺,em,enmm,0.2437,0
涎,em,enkm,0.2377,0
渲,em,ejmm,0.2376,0
澶,em,eywm,0.2367,0
洹,em,emam,0.2353,0
沮,em,ebm,0.2342,0
泩,em,ehqm,0.2334,0
涳,em,ejcm,0.2314,0
泹,em,eam,0.2306,0
泔,em,etm,0.2304,0
滃,em,ecim,0.2294,0
溻,em,easm,0.2288,0
湰,em,ehem,0.2272,0
沚,em,eylm,0.2271,0
滻,em,eyhm,0.2269,0
瀣,em,eyem,0.2249,0
渱,em,elim,0.2241,0
泍,em,edm,0.2239,0
湦,em,eahm,0.2207,0
淔,em,ejbm,0.2206,0
淽,em,etym,0.2206,0
湼,em,ehxm,0.2201,0
泟,em,emym,0.2196,0
漍,em,ewim,0.2189,0
瀸,em,eoim,0.2185,0
澁,em,eymm,0.2184,0
泜,em,ehpm,0.2181,0
淢,em,eirm,0.2178,0
汮,em,epim,0.2173,0
漋,em,enlm,0.2171,0
溠,em,etqm,0.2166,0
涶,em,ehjm,0.2158,0
潝,em,eorm,0.2158,0
澅,em,elgm,0.2153,0
洆,em,enem,0.2141,0
灗,em,elim,0.2140,0
瀐,em,ejim,0.2136,0
漌,em,etlm,0.2123,0
叠,em,eeem,0.2023,0
沍,em,emvm,0.2000,0
測,en,ebcn,0.3723,0
灣,en,evfn,0.3104,0
沉,en,ebhn,0.3002,0
渝,en,eomn,0.2803,0
汽,en,eomn,0.2620,0
汀,en,emn,0.2571,0
涮,en,esbn,0.2529,0
沸,en,elln,0.2490,0
涔,en,euon,0.2387,0
瀏,en,ehcn,0.2385,0
洌,en,emnn,0.2344,0
湔,en,etbn,0.2320,0
汔,en,eon,0.2283,0
渟,en,eyrn,0.2277,0
沆,en,eyhn,0.2276,0
濘,en,ejpn,0.2276,0
氿,en,ekn,0.2266,0
湸,en,eyrn,0.2250,0
洐,en,ehon,0.2247,0
渕,en,etkn,0.2245,0
泦,en,eskn,0.2240,0
溂,en,edln,0.2239,0
剟,en,eeeen,0.2235,0
乷,en,ehn,0.2229,0
淛,en,ehbn,0.2227,0
浰,en,ehdn,0.2196,0
淲,en,eypn,0.2195,0
洬,en,ehnn,0.2193,0
漧,en,ejjn,0.2192,0
汵,en,eoin,0.2179,0
滼,en,eddn,0.2166,0
汿,en,enin,0.2136,0
渆,en,ettn,0.2133,0
乼,en,egn,0.2127,0
瀱,en,ewln,0.2124,0
沀,en,enin,0.2098,0
泞,en,ejmn,0.2059,0
洟,en,ekn,0.2004,0
漢,eo,etlo,0.3825,0
泛,eo,ehio,0.2717,0
濮,eo,eoto,0.2429,0
漱,eo,edlo,0.2427,0
濠,eo,eyro,0.2414,0
湜,eo,eamo,0.2394,0
濛,eo,etbo,0.2389,0
淶,eo,edoo,0.2380,0
