# Quick phrase corpus derived from pinned rime-cangjie and rime-essay sources.
# Canonical Cangjie code is converted to first+last Quick code; reviewed HK rows are merged by text.
# rime-cangjie commit: 52d90a1b1312e74042b38c1cbc8142defbc53171; SHA-256: 18d989bf21d0bb86b402f18be4dd060bf2653896c95448afb01d4da2e6be5464
# rime-essay commit: 0debef3f5ae37f081758dd8bbd1fe79719410f7c; SHA-256: 4f32414039eb7f8a876acd8e94bd81c78fefafde56a352f7a3b8b2b74ca09c71
# Frequency units: 0.2000 + 0.6000 * count / (count + 10000), truncated to four decimals.
# Fields: phrase,quick_code,freq,hk_core
phrase,quick_code,freq,hk_core
戴上,jcym,0.3174,0
實話,jcyr,0.3719,0
真話,jcyr,0.2702,0
賓語,jcyr,0.2481,0
實話實說,jcyrjcyu,0.2745,0
真誠,jcys,0.3617,0
真誠的,jcyshi,0.2772,0
實證,jcyt,0.2602,0
賽道,jcyu,0.4403,0
真就,jcyu,0.2682,0
字體,jdbt,0.5966,0
宋體,jdbt,0.2552,0
未見,jdbu,0.2723,0
字眼,jdbv,0.2960,0
未曾,jdca,0.2912,0
字樣,jdde,0.2935,0
未來,jddo,0.7196,0
未來的,jddohi,0.5538,0
未來發展,jddonesv,0.2972,0
未滿,jdeb,0.2483,0
宋江,jdem,0.2596,0
未嘗,jdfa,0.2483,0
栽培,jdgr,0.2866,0
栽培技術,jdgrqehn,0.2553,0
未歸,jdhb,0.2478,0
字段,jdhe,0.3569,0
字的,jdhi,0.3789,0
字符,jdhi,0.3300,0
字符串,jdhill,0.3094,0
字節,jdhl,0.3323,0
宇航員,jdhnrc,0.3654,0
字庫,jdij,0.2513,0
宋祖德,jdimhp,0.2582,0
未能,jdip,0.3679,0
未成年,jdisoq,0.3007,0
未成年人,jdisoqo,0.3057,0
宋朝,jdjb,0.3273,0
未定,jdjo,0.2525,0
未完待續,jdjuhivc,0.2686,0
未完成,jdjuis,0.2612,0
宇宙,jdjw,0.6517,0
未有,jdkb,0.2619,0
孝順,jdlc,0.2659,0
未被,jdle,0.2587,0
字數,jdlk,0.3393,0
字畫,jdlm,0.2503,0
字帖,jdlr,0.2843,0
未盡,jdlt,0.2478,0
字形,jdmh,0.3667,0
字面,jdml,0.2497,0
字面意思,jdmlypwp,0.2655,0
未到,jdmn,0.2539,0
案子,jdnd,0.3949,0
案發,jdne,0.2551,0
未予,jdnn,0.2720,0
未登錄,jdntce,0.2597,0
未免,jdnu,0.2882,0
十來,jdo,0.2734,0
案例,jdon,0.6378,0
案例分析,jdonchdl,0.2574,0
宋代,jdop,0.3244,0
案件,jdoq,0.5239,0
未知,jdor,0.4039,0
未知的,jdorhi,0.3198,0
未知數,jdorlk,0.2482,0
案情,jdpb,0.2591,0
未必,jdph,0.4375,0
未必是,jdphao,0.2745,0
未必能,jdphip,0.2650,0
宇春,jdqa,0.2510,0
字跡,jdrc,0.2539,0
字號,jdrn,0.2785,0
字幕,jdtb,0.4140,0
字幕組,jdtbvm,0.3404,0
字典,jdtc,0.3186,0
孝敬,jdtk,0.2521,0
未婚,jdva,0.2760,0
未婚妻,jdvajv,0.2481,0
未經,jdvm,0.3440,0
未經授權,jdvmqedg,0.2560,0
未經許可,jdvmyjmr,0.2646,0
未果,jdwd,0.2525,0
字母,jdwi,0.4513,0
宇文,jdyk,0.2503,0
未遂,jdyo,0.2491,0
字詞,jdyr,0.2546,0
窗體,jebt,0.2601,0
支柱,jedg,0.2683,0
支柱產業,jedgymtd,0.2562,0
麥滿分,jeebch,0.3000,0
麥當勞,jefwfs,0.3340,0
麥當娜,jefwvl,0.2536,0
窗臺,jegg,0.2559,0
窗簾,jehc,0.3327,0
輟學,jehd,0.2740,0
支行,jehn,0.3019,0
窗戶,jehs,0.3951,0
麥兜,jehu,0.2507,0
窗帘,jejb,0.3327,0
寢室,jejg,0.3821,0
寂寞,jejk,0.4194,0
支教,jejk,0.2521,0
麥克,jeju,0.2999,0
麥克風,jejuhi,0.3064,0
支架,jekd,0.3258,0
支球隊,jemeno,0.2584,0
支票,jemf,0.2838,0
支配,jemu,0.3357,0
麥子,jend,0.2605,0
窗子,jend,0.2537,0
支隊,jeno,0.2777,0
窗外,jeny,0.3257,0
支氣管,jeodhr,0.2495,0
支付,jeoi,0.6009,0
支付寶,jeoijc,0.5649,0
寂靜,jeqd,0.2741,0
支援,jeqe,0.3630,0
支撐,jeqh,0.5925,0
支撐的,jeqhhi,0.2760,0
支持,jeqi,0.7262,0
支持的,jeqihi,0.3713,0
支持者,jeqija,0.2972,0
支持下,jeqimy,0.2686,0
支持了,jeqinn,0.2528,0
支持你,jeqiof,0.2507,0
支招,jeqr,0.2511,0
窗口,jer,0.4310,0
窗口中,jerl,0.2629,0
麥咖啡,jerrry,0.2545,0
麥蒂,jetb,0.2680,0
麥芽,jeth,0.2674,0
窗前,jetn,0.2578,0
支農,jetv,0.2481,0
支出,jeuu,0.4681,0
支線,jeve,0.3073,0
麥田,jew,0.2563,0
支點,jewr,0.3054,0
支部,jeyl,0.2688,0
麥迪,jeyw,0.2635,0
寫明,jfab,0.2544,0
寫照,jfaf,0.2533,0
寫日記,jfayu,0.2484,0
索愛,jfbe,0.2966,0
索賠,jfbr,0.2817,0
寫錯,jfca,0.2547,0
寫東西,jfdwmw,0.2532,0
寫法,jfei,0.3767,0
宗師,jfhb,0.2538,0
寫的,jfhi,0.6622,0
寫得,jfhi,0.4190,0
寫的是,jfhiao,0.3123,0
察覺,jfhu,0.2773,0
察看,jfhu,0.2620,0
察覺到,jfhumn,0.2710,0
寫成,jfis,0.3977,0
寫真,jfjc,0.3027,0
寫實,jfjc,0.3022,0
寫字,jfjd,0.3756,0
寫字樓,jfjddv,0.2964,0
寫寫,jfjf,0.3029,0
宗室,jfjg,0.2596,0
寫博客,jfjijr,0.2593,0
宗教,jfjk,0.4736,0
宗教的,jfjkhi,0.2501,0
寫完,jfju,0.3819,0
寫在,jfkg,0.4020,0
寫書,jfla,0.2625,0
寫不出,jfmfuu,0.2551,0
寫不出來,jfmfuudo,0.2558,0
寫一篇,jfmhb,0.2916,0
索爾,jfmk,0.2529,0
寫一下,jfmmy,0.2551,0
寫到,jfmn,0.4227,0
寫歌,jfmo,0.2892,0
寫一個,jfmor,0.3152,0
索要,jfmv,0.2634,0
寫下,jfmy,0.3948,0
寫下來,jfmydo,0.2950,0
寫一些,jfmym,0.2731,0
寫下了,jfmynn,0.2661,0
索引,jfnl,0.4096,0
索隆,jfnm,0.2905,0
寫了,jfnn,0.5675,0
索倫,jfob,0.2483,0
煮飯,jfoe,0.2577,0
寫入,jfoh,0.3116,0
寫什麼,jfojii,0.2635,0
寫代碼,jfopmf,0.3525,0
寫個,jfor,0.3434,0
寫信,jfor,0.2931,0
寫作,jfos,0.6288,0
寫作能力,jfosipks,0.2519,0
寫作業,jfostd,0.3024,0
寫作文,jfosyk,0.2839,0
宗旨,jfpa,0.3077,0
索性,jfpm,0.3271,0
寫手,jfq,0.2740,0
索取,jfse,0.2702,0
索尼,jfsp,0.5784,0
寫着,jftu,0.3847,0
寫出,jfuu,0.4955,0
寫出來,jfuudo,0.4277,0
寫好,jfvd,0.3443,0
寫給,jfvr,0.3376,0
索羅斯,jfwgtl,0.3226,0
寫點,jfwr,0.2616,0
寫論文,jfybyk,0.3115,0
煮熟,jfyf,0.2686,0
寫進,jfyg,0.2744,0
寫詩,jfyi,0.2769,0
寫文章,jfykyj,0.3278,0
寫上,jfym,0.3061,0
寫意,jfyp,0.2488,0
寫過,jfyr,0.4560,0
寫道,jfyu,0.3404,0
寫於,jfyy,0.2535,0
截然,jgbf,0.2481,0
截然不同,jgbfmfbr,0.3383,0
室溫,jget,0.2503,0
釐米,jgfd,0.4005,0
窒息,jghp,0.2992,0
十塊錢,jgici,0.2519,0
室友,jgke,0.4785,0
截至,jgmg,0.3646,0
塞爾維亞,jgmkvgmm,0.2907,0
塞爾達,jgmkyq,0.3488,0
截面,jgml,0.2504,0
室外,jgny,0.3012,0
室內,jgob,0.4285,0
室內設計,jgobyeyj,0.2569,0
截取,jgse,0.2922,0
截屏,jgst,0.2501,0
十堰,jgv,0.2511,0
截圖,jgww,0.5525,0
塞進,jgyg,0.2732,0
室主任,jgygog,0.2480,0
截止,jgym,0.3494,0
截止到,jgymmn,0.2599,0
室裏,jgyv,0.2495,0
穿梭,jhde,0.2775,0
穿刺,jhdn,0.2537,0
十種,jhg,0.2574,0
穿越,jhgv,0.4564,0
穿的,jhhi,0.3587,0
穿得,jhhi,0.2557,0
穿行,jhhn,0.2539,0
穿戴,jhjc,0.2520,0
寥寥,jhjh,0.2652,0
寥寥無幾,jhjhofvi,0.2684,0
穿了,jhnn,0.3061,0
十八,jho,0.3035,0
十八歲,jhoyh,0.2530,0
穿搭,jhqr,0.3171,0
穿插,jhqx,0.3240,0
穿着,jhtu,0.4679,0
寡婦,jhvb,0.2510,0
穿好,jhvd,0.2483,0
穿上,jhym,0.3500,0
穿過,jhyr,0.4175,0
穿透,jhys,0.3046,0
穿衣,jhyv,0.2621,0
穿衣服,jhyvbe,0.2595,0
專題,jiac,0.3831,0
博時,jiai,0.2543,0
專門,jian,0.6480,0
守門員,jianrc,0.2655,0
寬闊,jiar,0.2627,0
蜜月,jib,0.2537,0
博愛,jibe,0.2569,0
轉爲,jibf,0.3401,0
專爲,jibf,0.2735,0
博彩,jibh,0.2522,0
守則,jibn,0.2523,0
專用,jibq,0.4427,0
轉貼,jibr,0.2778,0
轉賬,jibv,0.3299,0
轉眼,jibv,0.2696,0
轉眼間,jibvaa,0.2480,0
專櫃,jidc,0.2752,0
專權,jidg,0.2838,0
轉機,jidi,0.2643,0
專欄,jidw,0.4786,0
專注,jieg,0.5025,0
專注於,jiegyy,0.4292,0
守法,jiei,0.2518,0
寬泛,jieo,0.2847,0
專精,jifb,0.2571,0
寬敞,jifk,0.2657,0
專營,jifr,0.2506,0
專賣,jigc,0.2855,0
專賣店,jigcir,0.3001,0
專場,jigh,0.2650,0
轉場,jigh,0.2496,0
轉學,jihd,0.2891,0
專程,jihg,0.2660,0
轉身,jihh,0.3933,0
博物館,jihhor,0.4592,0
轉的,jihi,0.2746,0
博得,jihi,0.2548,0
專科,jihj,0.4032,0
專科生,jihjhm,0.2681,0
專利,jihn,0.5578,0
轉行,jihn,0.5183,0
轉移,jihn,0.4980,0
守衛,jihn,0.2820,0
專制,jihn,0.2727,0
專利權,jihndg,0.2531,0
專利申請,jihnllyb,0.2653,0
轉移到,jihnmn,0.3771,0
專利技術,jihnqehn,0.2496,0
轉向,jihr,0.4586,0
轉告,jihr,0.2585,0
轉動,jihs,0.3601,0
專升本,jihtdm,0.3064,0
轉自,jihu,0.2633,0
寬廣,jiic,0.2630,0
寬度,jiie,0.3930,0
轉成,jiis,0.2778,0
專案組,jijdvm,0.2514,0
轉轉,jiji,0.2815,0
專輯,jijj,0.5960,0
轉載,jijj,0.4546,0
專車,jijj,0.2501,0
轉載自,jijjhu,0.2600,0
博士,jijm,0.6334,0
博士學位,jijmhdot,0.2950,0
博士後,jijmhe,0.2720,0
博士生,jijmhm,0.3297,0
專家,jijo,0.5822,0
專家稱,jijohb,0.2510,0
專家學者,jijohdja,0.2614,0
專家建議,jijonqyi,0.2483,0
專家組,jijovm,0.2620,0
專家認爲,jijoypbf,0.2568,0
博客,jijr,0.5864,0
寬容,jijr,0.3328,0
寬容度,jijrie,0.2524,0
博客首頁,jijrtumc,0.2505,0
博客網,jijrvv,0.2497,0
博客圈,jijrwu,0.2509,0
博客文章,jijrykyj,0.2510,0
宏大,jik,0.3533,0
寬大,jik,0.2639,0
博大,jik,0.2556,0
寬帶,jikb,0.3615,0
專有,jikb,0.2492,0
博友,jike,0.2770,0
專殺,jike,0.2533,0
博大精深,jikfbed,0.2478,0
守在,jikg,0.2549,0
專版,jile,0.2509,0
蜜蜂,jilj,0.2672,0
轉帖,jilr,0.2586,0
寬裕,jilr,0.2528,0
轉帳,jilv,0.2539,0
專一,jim,0.2653,0
專碩,jimc,0.4004,0
專項,jimc,0.3374,0
轉頭,jimc,0.3045,0
專項整治,jimcdmer,0.2598,0
專項檢查,jimcdodm,0.2479,0
專項資金,jimcicc,0.2583,0
轉碼,jimf,0.2694,0
轉型,jimg,0.4957,0
專攻,jimk,0.2557,0
轉而,jiml,0.3268,0
轉正,jimm,0.3358,0
轉到,jimn,0.3762,0
轉子,jind,0.2497,0
轉發,jine,0.4182,0
轉角,jing,0.2523,0
轉了,jinn,0.2965,0
專人,jio,0.2752,0
十次,jio,0.2503,0
轉會,jioa,0.3301,0
博會,jioa,0.2551,0
轉債,jioc,0.3203,0
專集,jiod,0.2539,0
守住,jiog,0.2769,0
轉入,jioh,0.3243,0
守候,jiok,0.2646,0
轉化,jiop,0.4995,0
轉悠,jiop,0.2524,0
轉化爲,jiopbf,0.4252,0
轉化成,jiopis,0.3241,0
轉化率,jiopyj,0.3661,0
宏偉,jioq,0.2705,0
專心,jip,0.3587,0
守恆,jipm,0.2526,0
轉世,jipt,0.2680,0
轉手,jiq,0.2632,0
轉換,jiqk,0.4977,0
轉換爲,jiqkbf,0.3122,0
轉換成,jiqkis,0.3247,0
轉換器,jiqkrr,0.2561,0
轉折,jiql,0.3301,0
轉折點,jiqlwr,0.2911,0
轉接,jiqv,0.2546,0
轉播,jiqw,0.2676,0
專員,jirc,0.2788,0
轉戰,jiri,0.2610,0
專職,jisa,0.2860,0
寬鬆,jisi,0.3866,0
專屬,jisi,0.3681,0
專區,jisr,0.3085,0
寬屏,jist,0.2930,0
博覽,jisu,0.2537,0
博覽會,jisuoa,0.2842,0
專長,jisv,0.2571,0
專著,jita,0.2623,0
專業,jitd,0.7658,0
轉業,jitd,0.2491,0
專業水平,jitdemj,0.2632,0
專業生產,jitdhmym,0.2607,0
專業術語,jitdhnyr,0.2656,0
專業從事,jitdhojn,0.2536,0
專業度,jitdie,0.2635,0
專業版,jitdle,0.2555,0
專業領域,jitdocgm,0.2856,0
專業人才,jitdodh,0.2516,0
專業人士,jitdojm,0.4138,0
專業化,jitdop,0.2850,0
專業人員,jitdorc,0.2680,0
專業知識,jitdorya,0.4270,0
專業性,jitdpm,0.3725,0
專業技術,jitdqehn,0.2592,0
專業技能,jitdqeip,0.2915,0
專業排名,jitdqynr,0.2601,0
專業課,jitdyd,0.5581,0
專業方向,jitdyshr,0.2602,0
宏基,jitg,0.2543,0
轉基因,jitgwk,0.3719,0
轉基因食品,jitgwkovrr,0.2670,0
宏碁,jitr,0.2508,0
宏觀,jitu,0.4220,0
守着,jitu,0.2897,0
宏觀經濟,jituvmex,0.2733,0
宏觀經濟學,jituvmexhd,0.2602,0
宏觀調控,jituyrqm,0.3012,0
轉崗,jiuu,0.2658,0
轉出,jiuu,0.2487,0
專線,jive,0.2732,0
轉變,jivk,0.4661,0
轉變爲,jivkbf,0.3061,0
轉變成,jivkis,0.2569,0
轉彎,jivn,0.2801,0
轉嫁,jivo,0.2495,0
寬恕,jivp,0.2503,0
轉給,jivr,0.2529,0
轉圈,jiwu,0.3673,0
寬頻,jiyc,0.2534,0
守護,jiye,0.3746,0
守護者,jiyeja,0.2697,0
博主,jiyg,0.3897,0
守望,jiyg,0.2571,0
守望先鋒,jiyghucj,0.2666,0
守望者,jiygja,0.2853,0
轉運,jiyj,0.2765,0
博文,jiyk,0.2734,0
轉交,jiyk,0.2513,0
轉速,jiyl,0.3414,0
宏達,jiyq,0.2499,0
轉達,jiyq,0.2483,0
轉過,jiyr,0.2563,0
轉過身,jiyrhh,0.2621,0
轉過頭,jiyrmc,0.2559,0
專訪,jiys,0.2935,0
博弈,jiyt,0.4349,0
博弈論,jiytyb,0.2714,0
轉讓,jiyv,0.3764,0
南昌,jjaa,0.3225,0
車間,jjaa,0.3069,0
南昌市,jjaayb,0.2542,0
車門,jjan,0.2866,0
南門,jjan,0.2617,0
南開,jjat,0.2674,0
南開大學,jjatkhd,0.2493,0
載體,jjbt,0.3683,0
車體,jjbt,0.2482,0
十字,jjd,0.2787,0
車模,jjdk,0.2562,0
十字架,jjdkd,0.2525,0
南極,jjdm,0.3030,0
十字路口,jjdrrr,0.2583,0
宰相,jjdu,0.3033,0
十字繡,jjdvx,0.2486,0
南湖,jjeb,0.2576,0
南沙,jjeh,0.2540,0
南洋,jjeq,0.2540,0
幹活,jjer,0.4514,0
南海,jjey,0.3008,0
轟炸,jjfs,0.3019,0
轟炸機,jjfsdi,0.2509,0
南城,jjgs,0.2489,0
車程,jjhg,0.2555,0
車身,jjhh,0.3797,0
車的,jjhi,0.3642,0
幹得,jjhi,0.2519,0
南風,jjhi,0.2486,0
南航,jjhn,0.2720,0
車行,jjhn,0.2517,0
南瓜,jjho,0.2920,0
轟動,jjhs,0.2740,0
幹麼,jjii,0.2494,0
車庫,jjij,0.2658,0
車次,jjio,0.2553,0
車禍,jjir,0.2933,0
車廂,jjiu,0.2821,0
車輛,jjjb,0.5453,0
車輪,jjjb,0.3051,0
南宋,jjjd,0.3352,0
車窗,jjje,0.2623,0
車載,jjjj,0.2671,0
轟轟烈烈,jjjjmfmf,0.2625,0
南寧,jjjn,0.3135,0
幹事,jjjn,0.2679,0
南寧市,jjjnyb,0.2586,0
南宮,jjjr,0.2569,0
軒轅,jjjv,0.2651,0
南安普頓,jjjvtapc,0.2701,0
南大,jjk,0.3261,0
車友,jjke,0.2578,0
車友會,jjkeoa,0.2503,0
車費,jjlc,0.2690,0
車牌,jjlj,0.2664,0
南北,jjlp,0.3420,0
南非,jjly,0.2825,0
車頭,jjmc,0.2643,0
車票,jjmf,0.2905,0
幹不了,jjmfnn,0.2523,0
車型,jjmg,0.5140,0
南平,jjmj,0.2493,0
南面,jjml,0.2519,0
南亞,jjmm,0.2532,0
幹到,jjmn,0.2720,0
南下,jjmy,0.3117,0
辜負,jjnc,0.2704,0
車子,jjnd,0.4227,0
南陽,jjnh,0.2660,0
幹了,jjnn,0.4078,0
車險,jjno,0.3156,0
車隊,jjno,0.3041,0
載人,jjo,0.2610,0
車內,jjob,0.3000,0
南無,jjof,0.2761,0
載入,jjoh,0.2705,0
載入中,jjohl,0.2774,0
載人航天,jjohnmk,0.2580,0
幹什麼,jjojii,0.4937,0
車企,jjom,0.3382,0
南側,jjon,0.2499,0
車位,jjot,0.2910,0
車手,jjq,0.3256,0
車損險,jjqcno,0.2529,0
幹掉,jjqj,0.3694,0
幹掉了,jjqjnn,0.2724,0
幹員,jjrc,0.2532,0
幹嘛,jjrd,0.5837,0
幹嘛的,jjrdhi,0.2518,0
幹嗎,jjrf,0.4699,0
幹啥,jjrr,0.3781,0
南路,jjrr,0.2800,0
南匯,jjsg,0.2532,0
南區,jjsr,0.2539,0
車展,jjsv,0.2891,0
南美,jjtk,0.2894,0
南斯拉夫,jjtlqtqo,0.2530,0
載荷,jjtr,0.2684,0
幹警,jjtr,0.2576,0
載着,jjtu,0.2484,0
南山,jju,0.2926,0
十七,jju,0.2809,0
南岸,jjuj,0.2516,0
十七大,jjuk,0.3441,0
南山區,jjusr,0.2494,0
幹線,jjve,0.2600,0
幹細胞,jjvwbu,0.2678,0
南國,jjwm,0.2634,0
幹點,jjwr,0.2494,0
南通,jjyb,0.2859,0
車市,jjyb,0.2723,0
南京,jjyf,0.5219,0
南京大學,jjyfkhd,0.2976,0
南京市,jjyfyb,0.2810,0
車主,jjyg,0.4519,0
軒逸,jjyi,0.2490,0
幹部,jjyl,0.4280,0
南部,jjyl,0.3311,0
車速,jjyl,0.2915,0
幹部職工,jjylsamm,0.2622,0
幹部羣衆,jjylsqho,0.2573,0
車上,jjym,0.3456,0
車站,jjyr,0.3315,0
幹過,jjyr,0.2991,0
南站,jjyr,0.2566,0
南方,jjys,0.4996,0
南邊,jjys,0.2550,0
南方人,jjyso,0.2590,0
南方週末,jjysyrdj,0.2552,0
車道,jjyu,0.3009,0
南充,jjyu,0.2532,0
車裏,jjyv,0.2732,0
十大,jk,0.3535,0
突顯,jkac,0.2481,0
較量,jkag,0.2794,0
較早,jkaj,0.2585,0
竅門,jkan,0.2528,0
突然,jkbf,0.6887,0
較爲,jkbf,0.5511,0
突然間,jkbfaa,0.2652,0
突然想起,jkbfdpgu,0.2659,0
突然想到,jkbfdpmn,0.2636,0
突然覺得,jkbfhuhi,0.2604,0
突然出現,jkbfuumu,0.2894,0
十有八九,jkbhokn,0.2599,0
教父,jkck,0.3430,0
教材,jkdh,0.6438,0
教堂,jkfg,0.3638,0
較少,jkfh,0.4122,0
較少的,jkfhhi,0.2515,0
突起,jkgu,0.2509,0
教師,jkhb,0.5509,0
教師節,jkhbhl,0.2589,0
教學,jkhd,0.5811,0
教學樓,jkhddv,0.2980,0
教學質量,jkhdhcag,0.2773,0
教學視頻,jkhdiuyc,0.2684,0
教學工作,jkhdmmos,0.2485,0
教學內容,jkhdobjr,0.2503,0
教學改革,jkhdsktj,0.2488,0
教學方法,jkhdysei,0.2517,0
教程,jkhg,0.5616,0
較重,jkhg,0.2526,0
教皇,jkhg,0.2482,0
教的,jkhi,0.3410,0
教我,jkhi,0.2984,0
教科書,jkhjla,0.3936,0
教徒,jkho,0.2505,0
教委,jkhv,0.2504,0
較之,jkio,0.2505,0
教輔,jkjb,0.2607,0
較真,jkjc,0.2817,0
教案,jkjd,0.2640,0
教室,jkjg,0.4439,0
教室裏,jkjgyv,0.2643,0
教教,jkjk,0.2579,0
故事,jkjn,0.7009,0
故事背景,jkjnlbaf,0.2530,0
故事情節,jkjnpbhl,0.2868,0
故事性,jkjnpm,0.2577,0
故事線,jkjnve,0.2685,0
突擊,jkjq,0.3154,0
故宮,jkjr,0.2943,0
教官,jkjr,0.2588,0
較大,jkk,0.4721,0
較大的,jkkhi,0.3961,0
教大家,jkkjo,0.2616,0
教書,jkla,0.2682,0
突破,jkme,0.6263,0
突破了,jkmenn,0.3040,0
突破性,jkmepm,0.2521,0
突破口,jkmer,0.2611,0
故而,jkml,0.3004,0
突厥,jkmo,0.3362,0
教研,jkmt,0.2572,0
教研室,jkmtjg,0.2606,0
突兀,jkmu,0.3224,0
十九,jkn,0.2662,0
較小,jknc,0.3571,0
較小的,jknchi,0.2768,0
突發,jkne,0.2957,0
突發事件,jknejnoq,0.2660,0
較多,jkni,0.4566,0
較強,jkni,0.3513,0
較多的,jknihi,0.3104,0
故障,jknj,0.3929,0
較弱,jknm,0.2753,0
教了,jknn,0.2618,0
突飛猛進,jknoktyg,0.2611,0
教務,jkns,0.2486,0
教務處,jknsyn,0.2530,0
故人,jko,0.2515,0
教人,jko,0.2480,0
教會,jkoa,0.3854,0
教他,jkod,0.2551,0
教你,jkof,0.4136,0
教你如何,jkofvror,0.2556,0
較低,jkom,0.4306,0
較低的,jkomhi,0.3256,0
故作,jkos,0.2540,0
較短,jkot,0.2617,0
較慢,jkpe,0.2495,0
較快,jkpk,0.2916,0
教授,jkqe,0.6595,0
丈夫,jkqo,0.4786,0
丈夫的,jkqohi,0.2588,0
教員,jkrc,0.2697,0
教職,jksa,0.2676,0
教職工,jksamm,0.2538,0
故居,jksr,0.2573,0
較長,jksv,0.3077,0
較難,jktg,0.2611,0
較差,jktm,0.2986,0
教養,jktv,0.2557,0
突出,jkuu,0.5180,0
突出問題,jkuuarac,0.2590,0
突出的,jkuuhi,0.3129,0
突出貢獻,jkuumcyk,0.2492,0
較好,jkvd,0.3535,0
較好的,jkvdhi,0.3608,0
教練,jkvf,0.6092,0
突變,jkvk,0.3125,0
故鄉,jkvl,0.3090,0
教給,jkvr,0.2712,0
突如其來,jkvrtcdo,0.2613,0
故里,jkwg,0.2502,0
丈母娘,jkwivv,0.2524,0
突圍,jkwq,0.2701,0
教育,jkyb,0.6802,0
教育機構,jkybdidb,0.2978,0
教育活動,jkyberhs,0.2592,0
教育培訓,jkybgryl,0.2594,0
教育學,jkybhd,0.3106,0
教育學院,jkybhdnu,0.2487,0
教育資源,jkybicef,0.2937,0
教育教學,jkybjkhd,0.2578,0
教育事業,jkybjntd,0.2550,0
教育背景,jkyblbaf,0.2487,0
教育工作,jkybmmos,0.2525,0
教育改革,jkybsktj,0.2492,0
教育局,jkybsr,0.2877,0
教育網,jkybvv,0.2694,0
教育部,jkybyl,0.3989,0
教育部門,jkybylan,0.2507,0
教主,jkyg,0.2878,0
教導,jkyi,0.3032,0
教訓,jkyl,0.3744,0
故意,jkyp,0.5200,0
故意的,jkyphi,0.2511,0
較高,jkyr,0.5002,0
教過,jkyr,0.2562,0
較高的,jkyrhi,0.4206,0
突襲,jkyv,0.2763,0
教誨,jkyy,0.2498,0
都是,jlao,0.7847,0
都是爲了,jlaobfnn,0.3575,0
都是我們,jlaohion,0.2506,0
都是很,jlaohv,0.2932,0
都是可以,jlaomrvo,0.3508,0
都是要,jlaomv,0.3067,0
都是你,jlaoof,0.2516,0
都是以,jlaovo,0.3503,0
都是如此,jlaovryp,0.2901,0
都是些,jlaoym,0.2983,0
都是這樣,jlaoyrde,0.3088,0
都開始,jlatvr,0.3228,0
都具有,jlbckb,0.2786,0
都爲,jlbf,0.2710,0
都用,jlbq,0.3696,0
都曾,jlca,0.2622,0
都來,jldo,0.2673,0
都來自,jldohu,0.2737,0
都想,jldp,0.3392,0
都沒,jlee,0.5701,0
都沒有,jleekb,0.6802,0
都沒有了,jleekbnn,0.2811,0
都沒了,jleenn,0.2910,0
都江堰,jlemgv,0.2598,0
都去,jlgi,0.3028,0
都喜歡,jlgrto,0.3569,0
都城,jlgs,0.2480,0
都與,jlhc,0.2888,0
都得,jlhi,0.4516,0
都行,jlhn,0.3507,0
都從,jlho,0.2486,0
都和,jlhr,0.3341,0
都算,jlht,0.3231,0
都看,jlhu,0.2601,0
都覺得,jlhuhi,0.4161,0
都很,jlhv,0.5279,0
都很好,jlhvvd,0.3522,0
都能,jlip,0.6901,0
都應,jlip,0.2553,0
都能用,jlipbq,0.2532,0
都能夠,jlipnr,0.3215,0
都應該,jlipyo,0.3762,0
都成,jlis,0.2544,0
都支持,jljeqi,0.2689,0
宦官,jljr,0.2533,0
都有,jlkb,0.7390,0
都有自己,jlkbhusu,0.3877,0
都有了,jlkbnn,0.3294,0
都有人,jlkbo,0.2694,0
都有哪些,jlkbrlym,0.3776,0
都有着,jlkbtu,0.3282,0
都有點,jlkbwr,0.2868,0
都希望,jlkbyg,0.2597,0
都有些,jlkbym,0.2537,0
斬獲,jlke,0.2745,0
斬殺,jlke,0.2630,0
都在,jlkg,0.6867,0
都被,jlle,0.5533,0
都由,jllw,0.2717,0
都一樣,jlmde,0.3856,0
都不,jlmf,0.5163,0
都不是,jlmfao,0.5392,0
都不用,jlmfbq,0.3542,0
都不同,jlmfbr,0.2871,0
都不錯,jlmfca,0.3760,0
都不行,jlmfhn,0.3155,0
都不能,jlmfip,0.4263,0
都不願意,jlmfmcyp,0.2882,0
都不敢,jlmfmk,0.3387,0
都不到,jlmfmn,0.2660,0
都不要,jlmfmv,0.3128,0
都不夠,jlmfnr,0.2894,0
都不會,jlmfoa,0.5508,0
都不知道,jlmforyu,0.4154,0
都不懂,jlmfpg,0.2636,0
都不好,jlmfvd,0.2806,0
都不如,jlmfvr,0.3261,0
都需要,jlmlmv,0.5469,0
都可,jlmr,0.2863,0
都可能,jlmrip,0.3284,0
都可以,jlmrvo,0.6888,0
都要,jlmv,0.6697,0
都要求,jlmvie,0.2617,0
都要有,jlmvkb,0.2480,0
都會,jloa,0.7252,0
都會被,jloale,0.3467,0
都無,jlof,0.2492,0
都無法,jlofei,0.3812,0
都做,jlok,0.2908,0
都像,jloo,0.2920,0
都知道,jloryu,0.5005,0
都懂,jlpg,0.3223,0
都必須,jlphhc,0.3405,0
都快,jlpk,0.3836,0
都比,jlpp,0.4273,0
都比較,jlppjk,0.3923,0
都挺,jlqg,0.2982,0
都擁有,jlqgkb,0.2502,0
